text,label
",,,",0
Потомушта он какашка,1
Спасибо большое ,3
Плохо,1
тормоз,1
Загрузка происходит довольно быстро.,3
"Круто, тут показывают битву экстрасенсов. Короче топ",3
"Что за бред? Почему на андроид-приставке приложение не открывается во весь экран, а только в телефонном вертикальном режиме?",1
шортсы идут в одному ряду с видеороликами. А они должны идти отдельном разделом ролики. ,1
"быстрота регистраций
",3
"Как по мне rutube очень хорошее приложение, зря только то, что мне как контент мейкеру, не хватает на моём канале вкладки сообщество, чтобы можно было общаться со своими зрителями! Также не хватает банального счётчика просмотров под видео и чтобы он был виден! И ещё нельзя сделать так, чтобы оформить мой канал более красивее (чтобы там небыло тупо вкладок ""видео"" и ""плейлисты""). Вобщем рутубу надо дорабатываться, и я надеюсь, что этот отзыв разработчики возьмут на заметку. А пока, 3 звезды)",1
super,0
"Ребята, сделайте один в один аналог Ютуб, зачем изобретать велосипед, чтобы не нужно было бы привыкать к навигации и ориентироваться по новой!",1
"Приложение хорошее , но есть один минус , сложно найти то что хочется, а так четыре звёзды. Плюсы, 1) хорошо загружается, 2) вкладки про все, 3) очень хорошие видео 4)в приложении есть новости.",3
нет просмотров в реальном времени,1
Ужасная жесть,1
Скорость,0
За отношение к обычным блогерам и дурацкие условия подключения монетизации.,1
Приложения топчик,3
Осталое приложение. Особенно в плане поиска видео,1
Мне кажется вся информация чётко и ясно подана. Легко найти что хочешь.,3
ПОДНИМИТЕ МОИ ВИДЕО  В ТОП ТОГДА БУДУ ВСЕМ РЕКОМЕНДОВАТЬ РУТУБ ,1
скорость,0
скорость загрузки,2
"Очень долго все грузит,часто зависает",1
Спасибо.,3
Отлично,3
нет рекламы,3
очень быстро зарегистрировалась,3
...,0
Сделайте лайки для каментов уже!,1
"я уже писал еще год назад, потом повторно где то с полгода назад, вы не обращаете внимания. Добавьте в прямой эфир (Live трансляцию) расширение в 480 качество видео. в 360 качество проседает, а в 720 начинается буферизация (слабый инет). Что сложного, но вы игнорите.",1
Реклама,0
Всё,0
Рекламу смотреть? Вы серьезно? Дай Бог здравия YouTube,1
скорость,0
Все,0
а можно посмотреть хоть что,2
"Приложение прекрасное! Всë понятно и удобно, можно найти любые видео и шоу. Интерфейс также очень приятный и можно быстро найти необходимое видео.",3
Пока не распознала...,2
Всё ,0
Почему оно постоянно выходит из аккаунта? Почему оно постоянно просит заново ввести почту и пароль? Нужны плейлисты.,1
очень нраветься,3
"Доработать нормально версию для телевизоров (smart tv), чтобы 1 раз авторизовавшись больше не надо было никогда мучаться с qr-кодами при каждом запуске!",1
"не то
",1
отвечу позже,0
скорость рассмотрения заявок на монетизацию,2
"Где в версии для телевизора найти историю просмотров? При нажатии значка аккаунта предлагается только выйти, никакой истории или закладок там нет.",2
Хорошее приложение работает даже в свернутом виде очень удобно в отличаи от барыг с ютуба которые за эту функцию просят 💰,3
Отвечать на комментарии,1
Отлично,3
Сделайте возможность управлять рекомендациями как на YouTube: отмечать как неинтересующие определенные предлагаемые каналы.,1
Недавно скачала приложениеии в восторге.Интересный выбор фильмов.В выходные точно не соскучишься.,3
проще Некуда,3
Всё хорошо,3
В версии для телевизора нет возможности изменить скорость воспроизведения. (LG). На 1.0 засыпаю :),1
"Не смогла найти выход на техподдержку в самом приложении. Это как так?! Ответьте тогда, пожалуйста, на два вопроса здесь: 1. Как поставить лайк комментарию и как написать ответ на комментарий под видео? 2. Мне пришло уведомление, что на мой комментарий ответили. Как мне прочесть этот ответ?",1
где пятый сезон звезд в африке??,2
Всё нормально работаю.,2
Объект поиска найден. Но ресурс всё равно подлагивает.,1
Всё отлично. Только нету функции скачивания,2
Из за того то что у некоторый контент платный А так хорошо,2
"Быстрота, качество и скорость модерации",3
"За ixbt вам предатели, у хохлов на поводу своих же душите",1
"Постоянно разлогинивается на айпад (впн даже не установлен). Теперь начал разлогиниваться на айфон. И в добавок говорит, что у меня пароль неверный - идите в ..пу. Я знаю свои пароли.
Поиск кривой. В топах непонятно кто. Кто реально топ, их видео даже нет на главной.

Ну и понятно, что такие лестные отзывы исключительно купленые. 4.2 тут точно не пахнет.

Снёс ото всюду.",1
rutube studio,0
Хорошо ,3
хорошее приложение,3
Быстро  и без загогулин. Нам пенсионерам сложно .,3
"пока все устраивает, поэтому 5⭐️",2
Простота,3
"Удобное приложение. Но хотелось бы лучшего, возможно вам покажется интересным. В iPhone YouTube  при полноэкранном режиме свайп сверху вниз переводит в обычный (у вас только из обычного просмотра к списку). Отдельно в андроид версии YouTube есть свайп начиная с левой границы к правой что означает назад, полноэкранное видео переключает в обычное, обычное возвращает к списку видео.",2
Зачем мне игра?,2
Удобно смотреть мои любимые фильмы и сериалы:),3
ШОУ ДИБИЛОВ,0
"Рутуб не грузит видео вообще! Даже не включает его и это уже на протяжении 14 дней, площадка вообще не выполняет своих основных функций - это просмотр видео! Если видео показывает, то оно постоянно тупит, выключается, а если в фоновом режиме смотреть, то вообще постоянно глючит и отключается и это не только на моем телефоне, но и у друзей. Ребят соберитесь!!! Мы хотим смотреть рутуб, да нам есть что там смотреть. Сделайте, чтобы видео хотябы включались и не глючили и это круто что есть просмотр в фоновом режиме. Улучшайтесь быстрее! И хватит накручивать положительные отзывы на приложение, всем ясно, что все работает сопливо.",1
"Чаще конечно видно только заголовки от видео, чем само видео, но нет выбора, будем пробовать заходить методом тыка, повезет или не повезет на рутубе посмотреть сегодня самые честные новости от Артемия Лебедева, которого выпили с Ютуба, негодяи!",1
Ок,2
"где удалить профиль или сменить вход на устройстве? как подтвердить 18+?
",2
Класс,3
"не могу найти то, что хочется.",1
"Коменты не работают, зомбирование в несуществующих богов распрастраняете, подтверждение через почту или другую хрень какую требуете ( а почты уже гола два как нет!) ! И спрашиваете как рутуб???  Зачем двести раз меня про рутуб тиви спрашивать?? Одного раза не достаточно??? ",1
"Спортивные обзоры
",2
Отличная отечественная площадка!,3
доступа нет ,1
"Улучшить поиск! Ввожу одни запрос , а выдает совершенно другое ",1
Кал! Интернет эксплоэр круче и быстрее чем эта помойка!,1
"Постоянно требует обновления, без конца и края...",1
"Что вы сделали с последним обновлением?!! Ужасно неудобный интерфейс, практически ни одна кнопка меню не работает! Горизонтальное меню для телефона? Вы чего там с ума сошли?!! Верните всё как было!",1
все,0
Приложение топ,3
"меньше рекламы, теле2",1
"RUTUBE - это отличное приложение для просмотра видео, которое сочетает в себе удобство, качество и разнообразие контента. Я настоятельно рекомендую его всем, кто хочет получить отличный опыт просмотра видеороликов. Спасибо разработчикам за их работу!",3
"Не находит по запросу, предлагает всё подряд. ",1
больше фильмов,1
Смаааааааак!,3
не пойму как грибочки скачать,1
Курица в капусте,0
Я люблю смотреть Rutube... Пожалуйста cделайте больше обновлений для Rutube...,1
монами,0
тема ,0
norn :),0
Всё супер ! Спасибо,3
Плохо,1
"Пользуюсь данным приложением давно. Когда начала пользоваться приложением, оно сильно уступало конкурентам и были разные неудобные моменты. Со временем неудобные моменты стали устранять и приложение становится всё лучше.",2
Конченое приложение с огромным количеством рекламы! Не советую.,1
"одна рекламма говно
",1
Четкая хронология,3
Бааааааляяяяяя. Кто пишет положительные отзывы? Это боты что ли? Приложение тупо вылетает и не работает. Вообще,1
"Простите , но как забить в поиске чтобы выдало полный фильм?",2
Перестал работать на Хроме и Опере.  Работает только на Эдже и то виснет безбожно. Как такое можно рекомендовать? ,1
Все ое,0
Рекламы только раздражают. А так всё классно),1
Рукожопы.,1
"Жалкая пародия, но растет)",1
все супер! спасибо огромное,3
поток людей на канал,2
Решите проблему авторизации на некоторых устройствах.,1
"Хорошо, можно слушать в свёрнутом или на заблокированном, но иногда вылетает из аккаунта.",3
Вход ,0
скорость,0
"Реклама!!!! Вы что творите??? Ролик идёт 10 минут, в него затолкали 5 рекламных роликов, которые идут до конца, их даже нельзя пропустить. Бред !!! Придется удалять! Смотреть невозможно, только ваша реклама!!! Мусор сплошной!",1
?,0
"Пепец
 

",1
"И так не добрый день. На кой черт рекомендовать то, что не работает? Оторвать руки только тем кто это делал, через каждых три минуты виснет и приходится перезагружать. Если вы уже так пиарите свой ""недорутюб"" то уж потрудитесь делать качествеынный сайт!",1
Густота маленькая,0
"Перемотка медленная, что с буфером?, почему перемотку на 10 секунд нужно ждать три секунды?! Что вперет что назад((( Портит всё впечатление от использования",1
"как работает поиск,непонятно.",2
Виснет везде где только можно,1
скорость регистрации,2
все,0
Любимая программа! БЭуанлав,3
класс,3
Спасибо большое за все,3
"Тут старие виде
о
",1
"Ребят, сделайте плз счётчик просмотров... Лайки и дизлайки в конце концов... Ну подхватить вы всех блоггеров, кто уходит с западных платформ. Ну ё моё. Ну просто же скопировать надо пару функций и все будут счастливы. И аудитория у вас будет большая денег заработаете.. Спасибо что сделали тайм коды. В нужном направлении идёте, товарищи:) но очень уж хочется, чтобы быстрее))",2
"Где в приложении раздел ""подключенные устройства *? Куда вбивать код с телевизора? Все браузеры в телефоне сразу перекидввают в, приложение. Остаётся два способа вбить код - либо ПК, либо сначала удалить приложение с телефона.",2
5,0
10,0
Не возможно что либо смотреть,1
Пока не знаю,2
Нет отметки что видео просмотрено уже когда-то,1
супер,3
Дно! Одна реклама! Ничего не найти!,1
"Мда... скачала я это чудо. Максимально не удобно, мало что интересного, музыки моей любимой нет.",1
"ничего писать, обычный процесс",2
njkmrj drk.xbkf b yfikf jndtn,0
"Спасибо, что отпугиваете аудиторию и авторов контента своими правилами",1
Красиво все сделано,3
"Лохотрон полный. Навязчивость. Пока одни минусы и не одного плюса
",1
Добавить бонусы или какие-то интересные штучки ,1
Спасибо!!!,3
Супер,3
начинает  резко  искать другое,1
Формат,0
"Пользуюсь на трёх устройствах, проблемы возникли недавно на смарт ТВ , очень часто требуется вход в аккаунт, записи в активе множатся. Вопрос: почему приложение для ТВ стало часто выходить из аккаунта....? Переустановил приложение по вашему совету, проблемы остались плюсом добавилось при актвации на ТВ пишет неверный код , пробовал обновить и ввести новый тажа ситуация...",1
"Ужас, хуже не придумать...",1
"колокольчик
",0
отсутствие рекламы :),3
Это тётен телефон а так меня зовут дима у меня канал rixon спасибо за такое приложение оно самое лучшее лучше ютуба,3
Быстрое нахождение свежих выпусков,3
Перезагрузить.,0
надо-БЕЗ РЕГИСТРАЦИИ!,1
"нет создания очереди воспроизведения ( по крайней мере на пк ), нет отображения крайних роликов при входе на каналы полюбившихся авторов , а отображение идет в лучшем случае недельной давности. ",1
прекрасное приложение!! ❤❤,3
в рекомендациях новости 6 месяцев назад ! и подборки по типу топ 10 фильмов а сами фильмы не сыщешь хотя они есть обидно,1
"Отвратительное приложение. Ютуб работает отлично на любом качестве видео, а здесь даже на 360р постоянно тупит и не работает",1
ШОУ ПАШИ ВОЛИ ХОРОШЕЕ СТАБИЛЬНОЕ И ИНТЕРЕСНОЕ  ПАША ВОЛЯ И СОБОЛЕВ ХОРОШИЙ КОНТЕНТ    ЛИГА ГОРОДОВ  ЖДЕМ ВСЕВРЕМЯ ВЫПУСКИ ....И КОНФЕТКУ  СМОТРЕЛИ ....,0
"Не могу составить описание видео вы это не предусмотрели, пишу описание и нет кнопки сохранить",1
"Немного погорячился написал гадостей, а сейчас пересмотрел свое мнение , если можно контент немного подправить а то как в какой-то газете или ТВ. И шортс в начало вывести бы и с библиотекой поработать тип история просмотров , так же джем из видео , и побольше иностранщины если возможно! (рассуждаю как будто бы мне все должны и я царь во дворца)😂 просто свое мнение)) молодцы👍 делайте для людей пожалуйста и люди сами придут",2
Хорошее шоу,3
"Что бы я не смотрел и на, что бы не подписывался, в рекомендованном всё равно тупые шоу от Павла воли и прочий мусор!",1
"Возможность удалять конкретные просмотренные видео из истории, а не очищать ее полностью.",1
Очень быстро и всё понятно,3
как ни крути канал РЕН ТВ онлайн здесь не работает,1
"Интерфейс приятный и удобный, легко понять где что находиться. Смотреть видеоролики оказалось удобнее чем в Ютубе, сейчас регулярно засиживаюсь в Рутуюе допоздна.",3
"Улучшите индивидуальные рекомендации. Пусть они будут отчётливо видны на главной странице, а не только в мобильном приложении. Аудитории мало. Но с этим ничего сделать пока нельзя. Это не на прямую от вас зависит, но всё же следует подумать о новых способах продвижения вашей платформы. На данный момент, здесь по-прежнему многие люди смотрят без подписки и регистрации. Т.е. они банально не хотят регистрироваться и из-за этого, очень сложно продвигать свои видео. Да, я вижу что в топе, но это лишь часть тематик, которые должны быть на здоровом видео хостинге. Такое ощущение, что кроме социально важных тем и федеральных каналов люди здесь практически ничего не смотрят. Нет культуры потребления контента широкого спектра. Всё из-за Youtub&#039;a. Значительная часть, нашей русской аудитории по-прежнему там, даже несмотря на то, как Гугл поступил с Русским пользователем. А это значит, что массовый зритель вам не доверяет. Я же наблюдал за вашей платформой и мне хочется делать видео именно для вас. Но пока что, отдача нулевая. Но за 9 месяцев сервис стал работать получше...",1
"Здравствуйте,хотелось бы узнать, как можно связаться с доктором этой программы? Найти ни как не могу, как это сделать (",0
ускорить модерацию видео,1
Оперативность.,0
"Отличное приложение, как ютуб только рутуб",3
"VPN я никогда не пользовался в жизни и не собираюсь. Этот RUTUBE тормозит и на компьютере где 100 мегабит по кабелю и с телефонов 4g+. Постоянно висит и крутит это голубое колесико, что по вайфай, что по мобильной сети. А если и загружает, то с рассинхроном видео и звука. Не удобная перемотка, чтоб попасть по этой голубенькой полоске с кружочком нужно быть снайпером. В общем как можно было создать такую блевотину я хз... Ютуб всегда быстро и четко работает, а это го$$но вечно глючит и тормозит.",1
Усе ,0
"Можно найти много фильмов программ и шоу , удобно смотреть в хорошем качестве , не жалею что скачала )",3
Работу просмотра с игровой консоли ps4,2
"Вечно тормозит, все время вылетает или пишет ошибку ""Данное видео временно недоступно. Приносим вам свои извинения"" , перезагружаешь, и через пару минут опять таже ошибка. В то время аналоговое приложение работает без перебоя. В общем 1 звезда это лучшее что можно было бы поставить",1
Чот антроцанкочна шлуа? 🤬,0
Легкость упаковки,3
"Неплохой Видеохостинг, удобен для всей семьи!",2
дизайн,0
Отличное приложение!,3
все просто,3
Всю жизнь рыбачю много лет могу посоветоват,0
класс,3
"Невозможно зайти на десктопе, яндекс капча не работает. Просто невозможно поставить Галку что я не робот.",1
невозможно войти в аккаунт на телевизоре. просто непонятно где вводить код,1
"Основной недостаток, во всяком случае для меня, это убогая авторизация на других устройствах. Хотел бы я посмотреть на разработчика как он авторизуется например на тв имея аккаунт на телефоне. Вот реально, как можно было так всё испортить.",1
"все замерло
",1
"Не удобно реализован редактор видео и статистика. В приложении не хватает отдельной вкладки рутуб студия для тех кто выкладывает, или отдельного приложения. Т.е. как таковых разделов в приложении нет. Но можно попасть туда обходными путями нажав аватарку, о нас, приложение попросит ещё раз войти в акаунт, снова на аватарку и в выпавшем меню будет возможность войти в студию рутуб. Второй момент нет кнопки не рекомендовать видео которые я бы не хотел видеть в ленте рекомендаций.",1
"Больше всего мне нравится,что   реклама не сильно перебивает просмотр ради чего я здесь и нахожусь !!!",1
перегрузка сервера,1
"ставлю 5 звёзд!!приложение хорошее!
но есть один минус , когда я смотрела сериал он переодически выключался и приложение просило перезагрузить . впрочем всё хорошо",2
"Вообще не понимаю откуда рейтинг 4.1? То что вы названия даже придумать не смогли, это уже смешно. То загружает не с того не с сего, можно подумать, что интернет плохой, но тот же Ютуб прекрасно грузит.Потом просто иконка появляется извините видео недоступно. И когда включаешь заново это видео, оно не включается на том моменте на котором оставился. Заходишь в приложении он включает автоматически видео не последнее на котором я оставилась, а какое ему захотелось, которое я смотрела 2 дня назад",1
Не видно другим пользователям количество просмотров чужих видео! Единственный минус за звёздочку,1
"Дорогие разработчики, что случилось с видио оно зависает а звук продолжает идти и получается не смотришь канал а только слушаешь.",1
"Реально позор , приложение которое должно заменить Ютюб, месяц уже не работают . 

Тупо не работает - видит и крутит 

Модель - IPhone 14 , iOS актуальная",1
Увеличениеэкрана,1
"Ничего
",2
уменьшить количество опросов всплывающих окон,1
все нравится,3
"Все конечно нормально, НО, ребята, добавьте кнопку «скачать видео»! Пожалуйста! Цены не будет вашему приложению! Должна быть возможность смотреть видео оффлайн!",1
😍,3
Гондоны,1
Топ,3
СТАЛО ЛУЧШЕ,3
Где выпуски Новых пацанок ?,2
"Старайтесь больше, есть к чему стремиться. ",1
"молодцы, все показывают передачи, не удаляют!!",3
"Как в 18 веке ....
",0
"Приложение хорошее, но стоило бы изменить поиск! Набираешь в поиске одно, выдает другое, трудно найти то, что действительно нужно. Поэтому пока только такая оценка, позже может исправлю. Разработчики! Исправьте пожалуйста.",2
"После попытки обновить вообще пропал с рабочего стола и не думает возвращаться . Пытался зарегистрироваться через play market , второй день не могу дождаться код подтверждения .",1
Нравится чтение акафистов,3
"Хочу смотреть телевизор, не могу найти свой канал, прямой эфир",1
MUY MALO POR EL MOMENTO NO CARGAN MIS VIDEOS DE MUSICA Y ESTA MUY LENTO PARA  amérika latina,0
"Почему я не могу выкладывать свои видео и почему когда я смотрю при переходе на следующее видео не остается во весь экран а уменьшается и приходится прыгать включать
",1
Добавьте Омское время Прямых эфиров для всех Телеканалов,1
Молодцы! Дорогие разработчики! Вы молодцы! Благодарю вас за ваше замечательное приложение! Благодаря вам я бросил You Tobe! Успехов вам!,3
не очень удобный интерфейс,1
"Быстро,спасибо",3
Не сразу находит нужную серию,1
"Приложение хорошее, но в нём очень мало людей",2
быстро,3
всё,0
скорость загрузки и обрабортку,2
Невозможно найти нужное видео,1
удобный контент,3
быстро и четко,3
меньше телевизора больше контента,1
Норм,2
Российский ютуб лучше настоящего,3
Содержание,0
Да все нервы закончатся пока 10 ти минутное видео посмотришь. Каждые 10 секунд надо повисеть... 300 мегабит по вай-фай не достаточно стабильно для вашей работы?? Или всё же проблему в стабильности работы будете исправлять на своей стороне?,1
Класс,3
все,0
☝️👍🔥,3
Алю все события старые с ютюбом не сравнить,1
Что с рутюбом работает отвратительно 2секунды идёт видео 5 мин жуёт это что ответе мне нормально не возможно не чего посмотреть. Не устроните прейдётся удалить. Рутюб так и не работает все разрешения включины сделайте что нибудь он так и продолжает идти 2 сек.а потом полчаса загружать.,1
"Больше полнометражек, меньше лабуды",1
"Плохо грузит, хотя остальные приложения работают нормально.",1
МЫ В КЛАССЕ СМОТРЕЛИ И ЧТО РЕКЛАМА ЕСТЬ А ГОВОРИЛИ НЕТУ ЕË И ЧТО РЕКЛАМА ЕСТЬ КАК ТАК МОЖНО БЫЛО ДОПУСТИТЬ!!!!!!!!!!!,1
все!!!,0
Я не мог смотреть фильм,1
"тудым, сюдым, сделайте то то, сделайте так то ... это нужно вам сделать так, что бы мне не надо было делать так то и так то. вот и делайте.",1
"Переустановил приложение, vpn не пользуюсь, никаких блокировок нет и ничего не работает, грузится и грузится.",1
"Слишком мудрено, разве нельзя просто нажать на колокольчик? ",1
"Слушайте, ну когда уже перестанет выбивать из аккаунта?! Раз в месяц стабильно приходится пароль заново вбивать, а если он не под рукой, тогда что делать? В творческой студии количество подписчиков в 5 раз меньше показывает, чем в реале. Когда уже порядок наведёте? P.s. Нифига вы не работаете над решением проблемы! Как выбивало из аккаунта по несколько раз в месяц, так и выбивает. Ну это же детский сад, уже даже такую проблему вы решить не в состоянии! Когда уже этот позор джунглей закончится?",1
всегда тормозит фильм нормально  не посмотреть,1
"- Реклама в начале видео с возможностью пропуска;
- Возможность привязки нескольких каналов на один аккаунт;
- Наличие фонотеки разрешённой музыки;
- Сортировка роликов внутри плейлиста;
- Сортировка плейлистов на гл. странице;
- Больше разделов на главной странице канала (например - популярные видео);
- Наличие обложек у плейлистов;
- Наличие вкладки взаимодействия с подписчиками (проведение опросов, выкладывание новостей канала)",1
"Невозможно смотреть, видео зависает и вылетает каждую минуту",1
все,0
Все,0
невозможно поставить в очередь несколько видео как на ютуб,1
Все устраивает,2
"Все рецепты - как раз то, что мне нужно.",3
Быстро,3
"Становится лучше. Очень удивлен тем, что в начале пандемии заходил на РуТуб, сказать, что он мне тогда не понравился - это ничего не сказать. Но как же я был приятно удивлен, зайдя с неделю назад в него снова. Все изменилось. Изменилось лишь в лучшую сторону. Дорогие разработчики, добавляю каждую мелкую деталь, вы делаете гораздо лучше и лучше данное приложение, которым становится приятно пользоваться даже тем пользователям, которые с давних времен сидят на Ютубе. Желаю вам огромных успехов! Надеюсь, платформа будет лишь развиваться и развиваться. Любите свою работу, и мы в свою очередь будет любить ваш труд, и приложение , которое вы нам предоставляете.",3
Развитие всего rutube за 1-1.5 года . ,2
все качество и видео,3
"На телевизоре часто зависает видео, помогает только выход из видео на главную и запуск видео заново. Это очень неприятно. Будет ли решение этого вопроса?",1
"Очень понравилось приложение, только есть одна просьба добавьте рекомендации по просмотрам, а то на главном экране те видео которые не хочеться смотреть, а то что смотришь часто не всплывает",2
Воспроизведение видео. Постоянно виснет,1
"Большой выбор телепрограмм, фильмов и ненавязчивая реклама.",3
Круто!,3
Качество ,0
"RUTUBE сделал большой шаг вперёд! Ролики стали грузиться быстро, модерация тоже быстрая!!! Не стало навязчивой рекламы - это тоже очень важно!!! Качество звука стало лучше, чем было! В целом RUTUBE становится прямо на глазах полноценной платформой! Есть еще над чем работать! Но главное есть движение вперёд!!! Так держать!!!",3
Все,0
"Очень плохо что раздел shorts где то не понятно где и его нельзя смотреть с главной страницы, наподобие ленты Будьте добры внесите изменения Shorts набирают новый тренд, я думаю вам самим от этого будет в плюс.",1
Нормально Мне нравится́ Не получилось нажать сразу все звёздочки!))),2
Быстро и не нужно придумывать код,3
Всё хорошо ,3
Все,0
хуй пойми как тут у вас отписываться от подписок,1
разнообразный юмор,2
"Работает. Больше всего нравиться возможность использования с погашенным экраном, красота!",3
все еще сырое приложение... надеюсь когда нибудь станет лучше,1
Разработчики Скажите подобные теги ( пример: #слово # слово#слово ) в описании к видео влияют на его продвижения ?,2
Надо подумать,2
Это зло!!!,1
"алгоритмы, производительность",2
Поиск,0
все,0
быстрота регистрации,3
"Я первый раз смотрю, но всё понятно. Доступно. ",3
битва сильнейших❤,0
"В общем, сделайте удобный экран загрузки видео, как в ютубе, сделайте ленту с короткими видео, дайте возможность обрезать фото для аватарки, сделайте страницу с музыкой и звуками при публикации видео, показ суммарного количества просмотров видео, настройку вида канала, чтобы можно было предлагать зрителям определённое видео. Вроде, все. Если что-то не понравится, дополню отзыв, может подкину идей для обновления приложения) Добавьте систему лайков, дизлайков и жалобы.",1
Все,0
Киберспорт,0
Экстасенсы топ Дима 366 💗🌷🌺🌺💋💓💗,0
"ну это прям вообще не круто, разлогинивает что на сайте, что в приле. Постоянно мучаться чтобы залогиниться - бред. Это помимо остальных глюков. Рекомендации тоже бы как то подправить чтоли, то что мне рекомендует рубут, я не смотрю. Еще эти подписки, почему нет просто отключить рекламу, зачем мне эти каналы и т.д. это все равно никто не смотрит",1
Несколько раз пытаюсь зарегистрироваться. Приложение вылетает и все сначала. Обновление скачала. Удалю сейчас. Нервы вымотало.,1
"Здравствуйте дорогие наши разработчики, у меня планшет tcl s10, почему у меня в профиле серая аватарка канала на rutube? Меняю фото но она не отображается ни хрена в моём профиле! Помогите пожалуйста.",1
Приложение ужасное. Скачал только ради следствие вели,1
"Почему нельзя сделать так чтобы запоминалось качество видео и выставлялось по умолчанию? Каждый раз приходится изменять в ручную. Не всегда выводятся новые видео из подписок, хотя если зайти на канал в раздел видео то ролик там лежит, несколько иаз сталкивался.",1
Говно,1
"Звук должен быть, по умолчанию, вкючен.",1
"Здравствуйте, сделайте возможность просмотра телеканала рентв, сделайте правильное отображение прямых трансляций с оповещением о стриме, сделайте возможность отвечать конкретно человеку в чате, нет возможности изменить комментарий к примеру если допустил ошибку в наборе через т9', так задумано? Создайте рутуб для детей с возможностью включить только проверенные мультфильмы без деградации ' Спасибо",1
